Client;Country;Currency;Transaction
BEMXW;SINGAPORE;NPR;717010.659147472
BEMXW;CZECH REPUBLIC;GYD;975660.0386109772
BEMXW;DOMINICAN REPUBLIC;BMD;2874.342510096208
BEMXW;ROMANIA;XOF;2043999.6799711774
BEMXW;MADAGASCAR;PLN;22545.729095286122
BEMXW;KOREA, REPUBLIC OF;CYP;617.6341985546936
BEMXW;GHANA;PES;571223.9860125609
BEMXW;LIBERIA;QAR;8792.426954782735
IJVX3;MAURITIUS;MUR;379207.4413002644
IJVX3;KAZAKHSTAN;VND;78829624.45584048
IJVX3;DENMARK;SBD;43520.30473920263
HLWWY;MALDIVES;ZWL;15616407.27745973
HLWWY;RUSSIAN FEDERATION;CYP;14754.64029854366
HLWWY;POLAND;PAB;49464.69391665378
HLWWY;BURUNDI;TWD;820753.6828173433
HLWWY;NETHERLANDS ANTILLES;YER;12845110.125112778
HLWWY;UKRAINE;HKD;95015.49660272432
HLWWY;LEBANON;CYP;14892.086037893181
HLWWY;ALGERIA;CHF;26027.2295703107
HLWWY;SOMALIA;AZN;71456.2362941292
HLWWY;MAURITANIA;LBP;41144875.42505754
HLWWY;PAPUA NEW GUINEA;VES;917065.4897880295
HLWWY;HUNGARY;NAD;415861.7739758439
HLWWY;SURINAME;SCR;395914.515113054
HLWWY;NICARAGUA;STD;623030285.6240339
HLWWY;LIBERIA;WST;93314.36168180029
HKbb1;BRAZIL;AWG;3954.517074166004
HKbb1;MALAYSIA;ALL;233880.78546193443
HKbb1;UGANDA;CNY;7304.300555955489
HKbb1;SAUDI ARABIA;NAD;56897.87878942942
HKbb1;NIGERIA;NZD;7173.646103611541
HKbb1;KENYA;MMK;9055353.863982856
HKbb1;ISRAEL;SDG;2451598.27400691
HKbb1;ZAMBIA;THB;35696.72096898135
HKbb1;DOMINICAN REPUBLIC;VND;124362457.38438834
HKbb1;CROATIA;UYU;26650.775889919154
HKbb1;SERBIA;PEN;11565.893069500355
HKbb1;MALAWI;BMD;3365.71087447157
HKbb1;NETHERLANDS ANTILLES;RWF;4450158.698001442
