Client;Country;Currency;Transaction
GHMZa;DOMINICA;SRD;49500.493141365594
GHMZa;KOREA, REPUBLIC OF;MYR;15145.333572474774
GHMZa;SEYCHELLES;LBP;8887011.51654231
GHMZa;JORDAN;TZS;13675330.967339974
GHMZa;VENEZUELA;BIF;1196354.8680347793
GHMZa;THAILAND;VND;47894719.85008272
GHMZa;ARUBA;BRL;26531.141713447334
GHMZa;BOLIVIA;MVR;26840.85398486598
GHMZa;GUINEA;BGN;1112.634370375927
GHMZa;ALBANIA;AUD;508.5045606856271
GHMZa;NAMIBIA;WST;8778.166947681266
GHMZa;IRAQ;THB;137396.65468592453
GHMZa;GUYANA;BDT;567370.1834174979
GHMZa;AZERBAIJAN;UAH;34358.65209709473
GHMZa;TAIWAN, PROVINCE OF CHINA;EGP;98407.72857785219
GHMZa;JORDAN;MRO;532636.005917291
GHMZa;CENTRAL AFRICAN REPUBLIC;NAD;16524.808502769883
GHMZa;LEBANON;COP;25939210.202442948
GHMZa;AZERBAIJAN;MOP;46076.39936678013
FFc11;LATVIA;KYD;16486.216677262724
FFc11;BANGLADESH;MYR;357752.18634851463
FFc11;IRAN (ISLAMIC REPUBLIC OF);LAK;1733781053.262797
FFc11;KENYA;CRC;66160074.88665942
FFc11;THAILAND;LRD;6869225.357897878
FFc11;HUNGARY;PES;21106805.670374237
FFc11;TRINIDAD AND TOBAGO;UGX;253903681.36674353
FFc11;OMAN;CLP;12622889.442847302
FFc11;TANZANIA, UNITED REPUBLIC OF;ETB;4728000.607327962
FFc11;CHILE;VND;1707781902.3240576
FFc11;SUDAN;BRL;590285.5527125469
FFc11;GUATEMALA;HNL;520767.2739701404
FFc11;BULGARIA;XCD;150871.29801589128
FFc11;TAIWAN, PROVINCE OF CHINA;XCD;213281.9776775404
FFc11;HONG KONG;GBP;81678.10849474849
FFc11;SIERRA LEONE;PLN;324205.23734627373
AFGH3;HUNGARY;BBD;33141.08792670493
AFGH3;YEMEN;GYD;1022636.8568665055
AFGH3;THAILAND;BYR;170249592.02454376
AXZa2;PERU;JPY;2794888.385843648
IIIY3;SWEDEN;CVE;2885646.6236510472
IIIY3;URUGUAY;CHF;20889.245212493268
IIIY3;TUNISIA;HKD;-703.3150982278229
IIIY3;RUSSIAN FEDERATION;LBP;33260049.45963587
IIIY3;MALAWI;ZAR;7571.8862286168205
IIIY3;CROATIA;XCD;44859.90658158597
IIIY3;MALDIVES;KHR;136950243.98694333
IIIY3;AUSTRALIA;SYP;11746279.302820623
IIIY3;CHILE;CAD;11120.803478022952
IIIY3;COLOMBIA;BHD;7284.769107111992
DIIJ1;SAUDI ARABIA;BZD;11903.012847583925
DIIJ1;SERBIA;HNL;476192.7027715498
DIIJ1;CYPRUS;UAH;746929.8215570522
DIIJ1;THAILAND;HKD;162233.8052080353
DIIJ1;SURINAME;GMD;1162884.2055779512
DIIJ1;ARGENTINA;ILS;10976.020814529662
DIIJ1;SAUDI ARABIA;DZD;1351334.0041606976
DIIJ1;SWITZERLAND;MXN;468735.7618329663
DIIJ1;NORWAY;LRD;3085079.11132924
DIIJ1;BELIZE;ETB;680163.9815882932
DIIJ1;HONDURAS;EUR;19606.01841144491
DIIJ1;PHILIPPINES;KWD;-34.033568289479284
DIIJ1;CYPRUS;PLN;35000.80149883046
DIIJ1;LATVIA;AOA;8633321.743356854
DIIJ1;JAPAN;KZT;11517665.971384283
DIIJ1;RWANDA;BOB;-1042.3354923443835
DIIJ1;KUWAIT;ZWL;13774016.314249609
DIIJ1;VENEZUELA;SGD;14928.264277806813
